Transaction_ID,Date,Time,DateTime,Month,Quarter,Day_of_Week,Hour,WeekDay,WeekNumber,Is_Weekend,Is_Night_Txn,Sender_UPI,Receiver_UPI,Sender_Bank,Receiver_Bank,Sender_State,Receiver_State,Cross_State_Txn,Amount_INR,Amount_INR_Capped,Amount_Category,Transaction_Type,UPI_App,Device_Type,Is_Fraud,Fraud_Type,Fraud_Flag,Response_Time_Sec,Login_Attempts,New_Device_Used,Odd_Hour_Txn,Risk_Score,Risk_Label,Fraud_Velocity
TXN0000703,2024-02-23,13:10:36,2024-02-23 13:10:36,February,Q1,Friday,13,Friday,8,0,0,meena701@okhdfcbank,anita24@upi,Yes Bank,Union Bank,Delhi,Kerala,1,4903.58,4903.58,Medium (₹2K-10K),Emi,Whatsapp Pay,Web,0,,LEGITIMATE,31,1,0,0,22.5,Low,0
TXN0004846,2024-02-23,13:26:01,2024-02-23 13:26:01,February,Q1,Friday,13,Friday,8,0,0,neha930@upi,nisha24@apl,Union Bank,Kotak,Gujarat,Delhi,1,5189.61,5189.61,Medium (₹2K-10K),Emi,Phonepe,Ios,0,,LEGITIMATE,28,1,1,0,19.7,Low,0
TXN0003971,2024-02-23,15:13:45,2024-02-23 15:13:45,February,Q1,Friday,15,Friday,8,0,0,pooja852@oksbi,anita303@oksbi,Bob,Kotak,Madhya Pradesh,Delhi,1,231.02,231.02,Micro (<₹500),Bill Payment,Bhim,Web,0,,LEGITIMATE,27,1,0,0,30.3,Medium,0
TXN0004299,2024-02-23,15:35:05,2024-02-23 15:35:05,February,Q1,Friday,15,Friday,8,0,0,kavitha302@icici,pooja225@paytm,Yes Bank,Bob,Haryana,Odisha,1,87795.1,87795.1,High (₹50K-2L),Emi,Amazon Pay,Web,0,,LEGITIMATE,9,2,0,0,32.7,Medium,0
TXN0001951,2024-02-23,16:07:00,2024-02-23 16:07:00,February,Q1,Friday,16,Friday,8,0,0,rajesh911@paytm,rekha564@apl,Axis,Bob,Punjab,Odisha,1,2451.6,2451.6,Medium (₹2K-10K),P2P,Whatsapp Pay,Ios,0,,LEGITIMATE,8,1,0,0,2.6,Low,0
TXN0000821,2024-02-23,16:32:58,2024-02-23 16:32:58,February,Q1,Friday,16,Friday,8,0,0,vikram614@paytm,deepa648@icici,Pnb,Canara,West Bengal,Madhya Pradesh,1,21337.6,21337.6,Large (₹10K-50K),Bill Payment,Mobikwik,Web,0,,LEGITIMATE,48,1,0,0,34.2,Medium,0
TXN0004296,2024-02-23,16:48:44,2024-02-23 16:48:44,February,Q1,Friday,16,Friday,8,0,0,kavitha215@okhdfcbank,vikram267@upi,Kotak,Sbi,Delhi,West Bengal,1,69.71,69.71,Micro (<₹500),P2M,Whatsapp Pay,Android,0,,LEGITIMATE,15,1,0,0,20.1,Low,0
TXN0004560,2024-02-23,17:02:41,2024-02-23 17:02:41,February,Q1,Friday,17,Friday,8,0,0,priya585@upi,sanjay5@axisbank,Canara,Hdfc,Kerala,Karnataka,1,26396.42,26396.42,Large (₹10K-50K),P2M,Bhim,Web,0,,LEGITIMATE,45,1,0,0,35.8,Medium,0
TXN0001414,2024-02-23,18:18:55,2024-02-23 18:18:55,February,Q1,Friday,18,Friday,8,0,0,rekha193@okhdfcbank,pooja568@okhdfcbank,Hdfc,Yes Bank,Tamil Nadu,Uttar Pradesh,1,12742.37,12742.37,Large (₹10K-50K),Recharge,Mobikwik,Ios,0,,LEGITIMATE,37,2,0,0,2.5,Low,0
TXN0002539,2024-02-23,22:10:16,2024-02-23 22:10:16,February,Q1,Friday,22,Friday,8,0,0,manish59@okhdfcbank,suresh727@upi,Kotak,Axis,Uttar Pradesh,Punjab,1,4488.6,4488.6,Medium (₹2K-10K),Emi,Google Pay,Android,0,,LEGITIMATE,55,1,1,0,26.9,Medium,0
TXN0002178,2024-02-23,22:57:03,2024-02-23 22:57:03,February,Q1,Friday,22,Friday,8,0,0,priya578@paytm,arun53@ybl,Icici,Bob,Bihar,Odisha,1,1177.4,1177.4,Small (₹500-2K),Emi,Phonepe,Ios,0,,LEGITIMATE,25,2,0,0,1.6,Low,0
TXN0003987,2024-02-24,06:22:16,2024-02-24 06:22:16,February,Q1,Saturday,6,Saturday,8,1,0,arun299@oksbi,suresh803@axisbank,Union Bank,Hdfc,Maharashtra,Maharashtra,0,13180.72,13180.72,Large (₹10K-50K),Investment,Paytm,Ios,0,,LEGITIMATE,56,2,0,0,35.0,Medium,0
TXN0003724,2024-02-24,07:06:20,2024-02-24 07:06:20,February,Q1,Saturday,7,Saturday,8,1,0,rekha767@icici,neha351@ybl,Hdfc,Bob,Bihar,Uttar Pradesh,1,3353.53,3353.53,Medium (₹2K-10K),Recharge,Whatsapp Pay,Web,0,,LEGITIMATE,21,2,1,0,21.2,Low,0
TXN0001792,2024-02-24,08:50:10,2024-02-24 08:50:10,February,Q1,Saturday,8,Saturday,8,1,0,kavitha900@ybl,rajesh755@icici,Sbi,Axis,Bihar,Haryana,1,6615.16,6615.16,Medium (₹2K-10K),Bill Payment,Whatsapp Pay,Ios,0,,LEGITIMATE,59,1,0,0,23.7,Low,0
TXN0002936,2024-02-24,10:28:41,2024-02-24 10:28:41,February,Q1,Saturday,10,Saturday,8,1,0,rekha644@axisbank,deepa9@icici,Canara,Axis,Karnataka,Madhya Pradesh,1,275125.34,275125.34,Very High (>₹2L),Recharge,Whatsapp Pay,Android,1,Account Takeover,FRAUD,4,8,1,0,81.1,Critical,1
TXN0002011,2024-02-24,11:28:05,2024-02-24 11:28:05,February,Q1,Saturday,11,Saturday,8,1,0,ashok324@ybl,rajesh966@upi,Pnb,Kotak,Bihar,Gujarat,1,5935.96,5935.96,Medium (₹2K-10K),P2P,Phonepe,Web,0,,LEGITIMATE,54,1,1,0,9.9,Low,0
TXN0000617,2024-02-24,11:36:45,2024-02-24 11:36:45,February,Q1,Saturday,11,Saturday,8,1,0,arun795@ybl,vikram715@paytm,Kotak,Bob,Delhi,Odisha,1,1260.22,1260.22,Small (₹500-2K),Bill Payment,Bhim,Web,0,,LEGITIMATE,29,2,1,0,24.0,Low,0
TXN0000648,2024-02-24,12:00:31,2024-02-24 12:00:31,February,Q1,Saturday,12,Saturday,8,1,0,rajesh379@axisbank,kavitha965@upi,Axis,Union Bank,Bihar,Telangana,1,58317.05,58317.05,High (₹50K-2L),P2P,Google Pay,Android,0,,LEGITIMATE,43,1,1,0,29.6,Medium,0
TXN0003847,2024-02-24,12:08:39,2024-02-24 12:08:39,February,Q1,Saturday,12,Saturday,8,1,0,ashok581@axisbank,ashok104@apl,Yes Bank,Yes Bank,West Bengal,Punjab,1,8415.38,8415.38,Medium (₹2K-10K),P2M,Bhim,Ios,0,,LEGITIMATE,49,2,0,0,28.3,Medium,0
TXN0002467,2024-02-24,14:05:05,2024-02-24 14:05:05,February,Q1,Saturday,14,Saturday,8,1,0,rekha16@icici,arun383@paytm,Pnb,Sbi,Bihar,Rajasthan,1,100000.0,100000.0,High (₹50K-2L),Recharge,Paytm,Android,0,,LEGITIMATE,36,2,1,0,8.5,Low,0
TXN0000679,2024-02-24,14:44:28,2024-02-24 14:44:28,February,Q1,Saturday,14,Saturday,8,1,0,suresh95@apl,anita593@paytm,Pnb,Bob,Tamil Nadu,Bihar,1,231.69,231.69,Micro (<₹500),Emi,Paytm,Android,0,,LEGITIMATE,17,1,0,0,14.6,Low,0
TXN0002850,2024-02-24,15:17:42,2024-02-24 15:17:42,February,Q1,Saturday,15,Saturday,8,1,0,amit926@okhdfcbank,nisha672@axisbank,Pnb,Canara,Kerala,Odisha,1,701.41,701.41,Small (₹500-2K),Investment,Phonepe,Ios,0,,LEGITIMATE,55,2,0,0,14.6,Low,0
TXN0000081,2024-02-24,16:52:08,2024-02-24 16:52:08,February,Q1,Saturday,16,Saturday,8,1,0,arun96@upi,arun371@oksbi,Kotak,Bob,Karnataka,Kerala,1,31987.59,31987.59,Large (₹10K-50K),Bill Payment,Google Pay,Web,0,,LEGITIMATE,24,2,1,0,15.1,Low,0
TXN0000368,2024-02-24,17:05:20,2024-02-24 17:05:20,February,Q1,Saturday,17,Saturday,8,1,0,priya623@axisbank,ashok540@axisbank,Union Bank,Hdfc,Gujarat,Maharashtra,1,12622.25,12622.25,Large (₹10K-50K),Investment,Amazon Pay,Ios,0,,LEGITIMATE,58,1,0,0,31.5,Medium,0
TXN0003134,2024-02-24,19:56:30,2024-02-24 19:56:30,February,Q1,Saturday,19,Saturday,8,1,0,pooja57@paytm,deepa352@icici,Axis,Union Bank,Odisha,Punjab,1,37620.18,37620.18,Large (₹10K-50K),P2M,Mobikwik,Ios,0,,LEGITIMATE,21,1,0,0,4.0,Low,0
TXN0004413,2024-02-24,21:18:53,2024-02-24 21:18:53,February,Q1,Saturday,21,Saturday,8,1,0,arun998@upi,priya185@paytm,Sbi,Union Bank,Odisha,Punjab,1,29915.14,29915.14,Large (₹10K-50K),P2M,Paytm,Ios,0,,LEGITIMATE,13,1,0,0,30.3,Medium,0
TXN0002778,2024-02-24,21:59:41,2024-02-24 21:59:41,February,Q1,Saturday,21,Saturday,8,1,0,neha581@oksbi,neha24@icici,Hdfc,Canara,Tamil Nadu,Karnataka,1,100000.0,100000.0,High (₹50K-2L),P2M,Paytm,Web,0,,LEGITIMATE,14,2,1,0,25.1,Medium,0
TXN0004012,2024-02-24,22:18:20,2024-02-24 22:18:20,February,Q1,Saturday,22,Saturday,8,1,0,manish973@icici,rajesh26@ybl,Kotak,Icici,Delhi,Odisha,1,7142.61,7142.61,Medium (₹2K-10K),P2P,Bhim,Android,1,Phishing,FRAUD,1,4,1,1,91.9,Critical,1
TXN0002304,2024-02-25,06:22:05,2024-02-25 06:22:05,February,Q1,Sunday,6,Sunday,8,1,0,ravi873@oksbi,rekha621@upi,Union Bank,Axis,Bihar,Kerala,1,3473.23,3473.23,Medium (₹2K-10K),Recharge,Google Pay,Ios,0,,LEGITIMATE,54,2,1,0,18.5,Low,0
TXN0003944,2024-02-25,07:04:42,2024-02-25 07:04:42,February,Q1,Sunday,7,Sunday,8,1,0,suresh815@oksbi,dinesh568@okhdfcbank,Kotak,Pnb,Delhi,Tamil Nadu,1,424.58,424.58,Micro (<₹500),Emi,Paytm,Web,0,,LEGITIMATE,60,2,0,0,3.3,Low,0
TXN0003417,2024-02-25,07:13:55,2024-02-25 07:13:55,February,Q1,Sunday,7,Sunday,8,1,0,neha205@axisbank,vikram771@icici,Kotak,Bob,Bihar,Telangana,1,13023.85,13023.85,Large (₹10K-50K),Emi,Phonepe,Ios,0,,LEGITIMATE,53,2,0,0,19.8,Low,0
TXN0001452,2024-02-25,08:45:59,2024-02-25 08:45:59,February,Q1,Sunday,8,Sunday,8,1,0,dinesh500@upi,sanjay13@upi,Axis,Canara,Punjab,Haryana,1,9220.79,9220.79,Medium (₹2K-10K),P2M,Whatsapp Pay,Android,0,,LEGITIMATE,8,2,0,0,8.7,Low,0
TXN0004648,2024-02-25,10:41:10,2024-02-25 10:41:10,February,Q1,Sunday,10,Sunday,8,1,0,manish46@icici,rajesh128@okhdfcbank,Union Bank,Union Bank,Odisha,Uttar Pradesh,1,10965.17,10965.17,Large (₹10K-50K),Bill Payment,Google Pay,Web,0,,LEGITIMATE,23,2,0,0,25.0,Low,0
TXN0001098,2024-02-25,10:45:52,2024-02-25 10:45:52,February,Q1,Sunday,10,Sunday,8,1,0,neha183@paytm,dinesh59@upi,Union Bank,Sbi,Punjab,Delhi,1,24853.35,24853.35,Large (₹10K-50K),P2M,Paytm,Web,0,,LEGITIMATE,21,1,0,0,8.1,Low,0
TXN0002250,2024-02-25,11:03:29,2024-02-25 11:03:29,February,Q1,Sunday,11,Sunday,8,1,0,suresh637@ybl,ashok924@paytm,Hdfc,Icici,Haryana,Punjab,1,2876.76,2876.76,Medium (₹2K-10K),Emi,Whatsapp Pay,Web,0,,LEGITIMATE,27,1,0,0,24.4,Low,0
TXN0003595,2024-02-25,11:46:21,2024-02-25 11:46:21,February,Q1,Sunday,11,Sunday,8,1,0,suresh151@apl,rajesh813@axisbank,Sbi,Axis,Uttar Pradesh,West Bengal,1,18999.25,18999.25,Large (₹10K-50K),P2P,Mobikwik,Web,0,,LEGITIMATE,21,1,0,0,5.2,Low,0
TXN0004708,2024-02-25,12:24:21,2024-02-25 12:24:21,February,Q1,Sunday,12,Sunday,8,1,0,nisha439@oksbi,meena346@ybl,Sbi,Pnb,Maharashtra,Maharashtra,0,11897.93,11897.93,Large (₹10K-50K),Investment,Mobikwik,Android,0,,LEGITIMATE,54,2,1,0,31.6,Medium,0
TXN0001174,2024-02-25,12:40:38,2024-02-25 12:40:38,February,Q1,Sunday,12,Sunday,8,1,0,sanjay921@okhdfcbank,sanjay15@paytm,Canara,Yes Bank,West Bengal,Haryana,1,6405.35,6405.35,Medium (₹2K-10K),P2P,Amazon Pay,Web,1,Social Engineering,FRAUD,1,5,1,0,91.8,Critical,1
TXN0000446,2024-02-25,13:31:32,2024-02-25 13:31:32,February,Q1,Sunday,13,Sunday,8,1,0,arun395@okhdfcbank,suresh63@paytm,Pnb,Kotak,Uttar Pradesh,Bihar,1,1884.84,1884.84,Small (₹500-2K),Recharge,Google Pay,Android,0,,LEGITIMATE,17,1,1,0,19.1,Low,0
TXN0003750,2024-02-25,14:21:50,2024-02-25 14:21:50,February,Q1,Sunday,14,Sunday,8,1,0,deepa928@oksbi,manish881@apl,Yes Bank,Axis,Rajasthan,Punjab,1,13452.72,13452.72,Large (₹10K-50K),Recharge,Mobikwik,Ios,0,,LEGITIMATE,60,2,1,0,36.4,Medium,0
TXN0001374,2024-02-25,15:01:58,2024-02-25 15:01:58,February,Q1,Sunday,15,Sunday,8,1,0,pooja840@upi,rekha977@ybl,Kotak,Kotak,Rajasthan,Uttar Pradesh,1,8017.93,8017.93,Medium (₹2K-10K),P2M,Paytm,Web,0,,LEGITIMATE,21,2,0,0,32.8,Medium,0
TXN0001877,2024-02-25,16:12:20,2024-02-25 16:12:20,February,Q1,Sunday,16,Sunday,8,1,0,sunita70@apl,arun696@icici,Canara,Icici,Rajasthan,Gujarat,1,208.88,208.88,Micro (<₹500),P2M,Whatsapp Pay,Ios,0,,LEGITIMATE,16,1,1,0,22.6,Low,0
TXN0000136,2024-02-25,16:24:48,2024-02-25 16:24:48,February,Q1,Sunday,16,Sunday,8,1,0,vikram810@okhdfcbank,arun764@paytm,Bob,Hdfc,Gujarat,Karnataka,1,10688.79,10688.79,Large (₹10K-50K),Investment,Phonepe,Web,0,,LEGITIMATE,41,2,1,0,3.1,Low,0
TXN0000173,2024-02-25,17:29:47,2024-02-25 17:29:47,February,Q1,Sunday,17,Sunday,8,1,0,amit595@okhdfcbank,arun137@upi,Kotak,Hdfc,Maharashtra,Odisha,1,20712.67,20712.67,Large (₹10K-50K),Investment,Mobikwik,Android,0,,LEGITIMATE,38,2,1,0,3.9,Low,0
TXN0000467,2024-02-26,03:54:34,2024-02-26 03:54:34,February,Q1,Monday,3,Monday,9,0,1,kavitha809@icici,manish254@oksbi,Axis,Axis,Telangana,Uttar Pradesh,1,340662.76,340662.76,Very High (>₹2L),P2M,Paytm,Web,1,Phishing,FRAUD,3,9,0,1,88.3,Critical,1
TXN0000786,2024-02-26,06:37:44,2024-02-26 06:37:44,February,Q1,Monday,6,Monday,9,0,0,anita954@apl,ashok586@icici,Hdfc,Sbi,Karnataka,Odisha,1,4529.87,4529.87,Medium (₹2K-10K),Recharge,Bhim,Ios,0,,LEGITIMATE,29,2,0,0,18.4,Low,0
TXN0001683,2024-02-26,08:15:55,2024-02-26 08:15:55,February,Q1,Monday,8,Monday,9,0,0,sanjay241@apl,amit308@paytm,Kotak,Union Bank,Karnataka,Gujarat,1,1457.4,1457.4,Small (₹500-2K),P2M,Amazon Pay,Web,0,,LEGITIMATE,58,2,0,0,2.6,Low,0
TXN0002007,2024-02-26,08:31:24,2024-02-26 08:31:24,February,Q1,Monday,8,Monday,9,0,0,amit728@apl,deepa928@apl,Icici,Axis,Kerala,Rajasthan,1,1333.15,1333.15,Small (₹500-2K),Investment,Mobikwik,Ios,0,,LEGITIMATE,60,2,0,0,20.2,Low,0
TXN0001969,2024-02-26,09:09:24,2024-02-26 09:09:24,February,Q1,Monday,9,Monday,9,0,0,meena115@okhdfcbank,ashok431@axisbank,Hdfc,Yes Bank,Tamil Nadu,Maharashtra,1,2401.18,2401.18,Medium (₹2K-10K),P2P,Bhim,Web,0,,LEGITIMATE,21,2,1,0,9.2,Low,0
TXN0001578,2024-02-26,10:16:51,2024-02-26 10:16:51,February,Q1,Monday,10,Monday,9,0,0,ravi570@apl,sunita149@paytm,Sbi,Canara,Odisha,Bihar,1,13484.17,13484.17,Large (₹10K-50K),P2P,Amazon Pay,Ios,0,,LEGITIMATE,26,2,1,0,4.4,Low,0
TXN0000462,2024-02-26,12:12:40,2024-02-26 12:12:40,February,Q1,Monday,12,Monday,9,0,0,ravi805@okhdfcbank,manish194@apl,Axis,Union Bank,Bihar,Bihar,0,18185.23,18185.23,Large (₹10K-50K),P2P,Mobikwik,Web,0,,LEGITIMATE,8,2,0,0,28.1,Medium,0
TXN0000756,2024-02-26,12:26:11,2024-02-26 12:26:11,February,Q1,Monday,12,Monday,9,0,0,arun595@upi,ashok910@upi,Kotak,Axis,Maharashtra,Bihar,1,5309.87,5309.87,Medium (₹2K-10K),P2P,Bhim,Web,0,,LEGITIMATE,58,2,0,0,30.1,Medium,0
TXN0002299,2024-02-26,13:37:41,2024-02-26 13:37:41,February,Q1,Monday,13,Monday,9,0,0,arun743@axisbank,rekha866@upi,Canara,Axis,West Bengal,Bihar,1,5851.62,5851.62,Medium (₹2K-10K),Investment,Phonepe,Ios,0,,LEGITIMATE,8,2,0,0,17.1,Low,0
TXN0000707,2024-02-26,13:50:30,2024-02-26 13:50:30,February,Q1,Monday,13,Monday,9,0,0,ravi271@okhdfcbank,manish658@okhdfcbank,Yes Bank,Hdfc,Haryana,Karnataka,1,4444.52,4444.52,Medium (₹2K-10K),Bill Payment,Bhim,Ios,0,,LEGITIMATE,47,2,0,0,18.9,Low,0
TXN0004735,2024-02-26,16:07:39,2024-02-26 16:07:39,February,Q1,Monday,16,Monday,9,0,0,anita423@paytm,suresh366@upi,Icici,Bob,Haryana,Odisha,1,10139.4,10139.4,Large (₹10K-50K),Bill Payment,Amazon Pay,Android,0,,LEGITIMATE,44,1,0,0,38.8,Medium,0
TXN0001588,2024-02-26,16:38:40,2024-02-26 16:38:40,February,Q1,Monday,16,Monday,9,0,0,neha946@apl,suresh551@apl,Axis,Pnb,Punjab,Tamil Nadu,1,15405.34,15405.34,Large (₹10K-50K),P2P,Bhim,Android,0,,LEGITIMATE,25,2,1,0,38.6,Medium,0
TXN0003275,2024-02-26,20:31:15,2024-02-26 20:31:15,February,Q1,Monday,20,Monday,9,0,0,rekha765@upi,meena779@paytm,Sbi,Sbi,Uttar Pradesh,Punjab,1,5687.61,5687.61,Medium (₹2K-10K),Investment,Mobikwik,Android,0,,LEGITIMATE,46,1,0,0,38.2,Medium,0
TXN0002441,2024-02-26,20:53:39,2024-02-26 20:53:39,February,Q1,Monday,20,Monday,9,0,0,ravi44@icici,anita183@axisbank,Union Bank,Yes Bank,Odisha,Odisha,0,7639.13,7639.13,Medium (₹2K-10K),Recharge,Paytm,Web,0,,LEGITIMATE,33,1,1,0,24.5,Low,0
TXN0001907,2024-02-26,21:27:02,2024-02-26 21:27:02,February,Q1,Monday,21,Monday,9,0,0,meena824@okhdfcbank,nisha336@okhdfcbank,Yes Bank,Kotak,Bihar,Bihar,0,2198.44,2198.44,Medium (₹2K-10K),P2P,Google Pay,Android,0,,LEGITIMATE,10,1,0,0,16.3,Low,0
TXN0002409,2024-02-26,21:37:56,2024-02-26 21:37:56,February,Q1,Monday,21,Monday,9,0,0,pooja752@ybl,nisha82@icici,Kotak,Union Bank,Tamil Nadu,Haryana,1,7485.76,7485.76,Medium (₹2K-10K),Bill Payment,Phonepe,Ios,0,,LEGITIMATE,30,2,1,0,34.3,Medium,0
TXN0002506,2024-02-26,22:11:15,2024-02-26 22:11:15,February,Q1,Monday,22,Monday,9,0,0,nisha675@paytm,anita271@axisbank,Canara,Canara,Maharashtra,Telangana,1,12493.71,12493.71,Large (₹10K-50K),Recharge,Amazon Pay,Ios,0,,LEGITIMATE,24,1,0,0,28.1,Medium,0
TXN0002430,2024-02-27,07:47:41,2024-02-27 07:47:41,February,Q1,Tuesday,7,Tuesday,9,0,0,dinesh736@axisbank,sanjay64@axisbank,Canara,Sbi,Madhya Pradesh,Delhi,1,5150.93,5150.93,Medium (₹2K-10K),Bill Payment,Mobikwik,Ios,0,,LEGITIMATE,46,1,1,0,36.2,Medium,0
TXN0003444,2024-02-27,08:56:12,2024-02-27 08:56:12,February,Q1,Tuesday,8,Tuesday,9,0,0,ashok806@upi,manish268@paytm,Sbi,Icici,Rajasthan,Gujarat,1,3807.56,3807.56,Medium (₹2K-10K),Investment,Mobikwik,Web,0,,LEGITIMATE,6,2,0,0,7.2,Low,0
TXN0000550,2024-02-27,11:07:14,2024-02-27 11:07:14,February,Q1,Tuesday,11,Tuesday,9,0,0,sunita980@ybl,anita79@paytm,Kotak,Axis,Odisha,Odisha,0,1576.42,1576.42,Small (₹500-2K),Bill Payment,Bhim,Web,0,,LEGITIMATE,48,1,0,0,5.6,Low,0
TXN0003713,2024-02-27,12:11:49,2024-02-27 12:11:49,February,Q1,Tuesday,12,Tuesday,9,0,0,rajesh39@icici,vikram821@ybl,Axis,Union Bank,Bihar,Rajasthan,1,19796.02,19796.02,Large (₹10K-50K),Emi,Paytm,Ios,0,,LEGITIMATE,7,2,1,0,11.4,Low,0
TXN0001177,2024-02-27,16:47:32,2024-02-27 16:47:32,February,Q1,Tuesday,16,Tuesday,9,0,0,deepa769@oksbi,sanjay985@oksbi,Bob,Bob,Kerala,Tamil Nadu,1,9161.31,9161.31,Medium (₹2K-10K),Emi,Mobikwik,Android,0,,LEGITIMATE,55,2,0,0,31.0,Medium,0
TXN0002393,2024-02-27,20:19:28,2024-02-27 20:19:28,February,Q1,Tuesday,20,Tuesday,9,0,0,rekha827@apl,rekha436@upi,Hdfc,Yes Bank,Delhi,Bihar,1,1786.33,1786.33,Small (₹500-2K),Bill Payment,Bhim,Web,0,,LEGITIMATE,12,2,0,0,30.4,Medium,0
TXN0002448,2024-02-27,20:31:03,2024-02-27 20:31:03,February,Q1,Tuesday,20,Tuesday,9,0,0,sanjay371@okhdfcbank,arun710@upi,Axis,Sbi,Kerala,West Bengal,1,59480.27,59480.27,High (₹50K-2L),P2M,Google Pay,Android,0,,LEGITIMATE,43,1,0,0,6.4,Low,0
TXN0000423,2024-02-27,21:01:55,2024-02-27 21:01:55,February,Q1,Tuesday,21,Tuesday,9,0,0,sanjay600@axisbank,ravi302@upi,Bob,Sbi,Delhi,Karnataka,1,3657.79,3657.79,Medium (₹2K-10K),Recharge,Whatsapp Pay,Android,0,,LEGITIMATE,49,2,0,0,3.0,Low,0
TXN0000546,2024-02-27,21:46:11,2024-02-27 21:46:11,February,Q1,Tuesday,21,Tuesday,9,0,0,kavitha22@ybl,neha907@icici,Hdfc,Canara,Karnataka,West Bengal,1,4346.25,4346.25,Medium (₹2K-10K),Recharge,Mobikwik,Android,0,,LEGITIMATE,60,1,0,0,32.9,Medium,0
TXN0000357,2024-02-27,22:25:30,2024-02-27 22:25:30,February,Q1,Tuesday,22,Tuesday,9,0,0,sunita464@apl,pooja86@oksbi,Sbi,Bob,Maharashtra,Maharashtra,0,33712.9,33712.9,Large (₹10K-50K),Emi,Whatsapp Pay,Ios,0,,LEGITIMATE,54,1,0,0,28.0,Medium,0
TXN0004835,2024-02-28,08:35:26,2024-02-28 08:35:26,February,Q1,Wednesday,8,Wednesday,9,0,0,ashok368@paytm,ashok665@upi,Axis,Sbi,Maharashtra,Kerala,1,10911.69,10911.69,Large (₹10K-50K),Emi,Bhim,Ios,0,,LEGITIMATE,19,2,1,0,37.3,Medium,0
TXN0003076,2024-02-28,09:15:40,2024-02-28 09:15:40,February,Q1,Wednesday,9,Wednesday,9,0,0,nisha597@apl,meena942@axisbank,Axis,Yes Bank,Telangana,Kerala,1,49203.33,49203.33,Large (₹10K-50K),P2M,Paytm,Web,0,,LEGITIMATE,9,1,1,0,22.1,Low,0
TXN0002366,2024-02-28,09:23:41,2024-02-28 09:23:41,February,Q1,Wednesday,9,Wednesday,9,0,0,arun467@okhdfcbank,nisha726@ybl,Yes Bank,Kotak,Karnataka,Maharashtra,1,1470.67,1470.67,Small (₹500-2K),P2P,Amazon Pay,Ios,0,,LEGITIMATE,20,2,0,0,6.6,Low,0
TXN0002995,2024-02-28,09:39:34,2024-02-28 09:39:34,February,Q1,Wednesday,9,Wednesday,9,0,0,rekha773@upi,amit217@icici,Union Bank,Canara,West Bengal,Tamil Nadu,1,23256.1,23256.1,Large (₹10K-50K),Bill Payment,Paytm,Ios,0,,LEGITIMATE,11,2,1,0,23.6,Low,0
TXN0004884,2024-02-28,10:22:34,2024-02-28 10:22:34,February,Q1,Wednesday,10,Wednesday,9,0,0,arun796@oksbi,meena415@okhdfcbank,Kotak,Canara,Telangana,Madhya Pradesh,1,7318.74,7318.74,Medium (₹2K-10K),P2M,Phonepe,Android,0,,LEGITIMATE,12,1,1,0,27.5,Medium,0
TXN0002540,2024-02-28,11:11:23,2024-02-28 11:11:23,February,Q1,Wednesday,11,Wednesday,9,0,0,neha344@paytm,ravi677@okhdfcbank,Bob,Sbi,West Bengal,Gujarat,1,1368.14,1368.14,Small (₹500-2K),P2M,Bhim,Android,0,,LEGITIMATE,8,2,0,0,8.3,Low,0
TXN0003519,2024-02-28,12:00:35,2024-02-28 12:00:35,February,Q1,Wednesday,12,Wednesday,9,0,0,ravi855@icici,rajesh783@okhdfcbank,Kotak,Hdfc,Maharashtra,Madhya Pradesh,1,40147.09,40147.09,Large (₹10K-50K),P2M,Bhim,Android,0,,LEGITIMATE,15,1,0,0,12.8,Low,0
TXN0001558,2024-02-28,12:19:05,2024-02-28 12:19:05,February,Q1,Wednesday,12,Wednesday,9,0,0,amit325@apl,ravi668@axisbank,Canara,Bob,West Bengal,Rajasthan,1,1901.75,1901.75,Small (₹500-2K),P2P,Paytm,Android,0,,LEGITIMATE,43,2,0,0,3.3,Low,0
TXN0004603,2024-02-28,13:23:28,2024-02-28 13:23:28,February,Q1,Wednesday,13,Wednesday,9,0,0,amit239@axisbank,deepa267@ybl,Axis,Yes Bank,Madhya Pradesh,Punjab,1,412.2,412.2,Micro (<₹500),P2M,Whatsapp Pay,Android,0,,LEGITIMATE,27,2,0,0,20.0,Low,0
TXN0001873,2024-02-28,13:46:06,2024-02-28 13:46:06,February,Q1,Wednesday,13,Wednesday,9,0,0,suresh931@okhdfcbank,suresh883@oksbi,Hdfc,Sbi,Kerala,Delhi,1,14555.11,14555.11,Large (₹10K-50K),P2M,Amazon Pay,Android,0,,LEGITIMATE,22,2,1,0,32.5,Medium,0
TXN0001135,2024-02-28,16:20:48,2024-02-28 16:20:48,February,Q1,Wednesday,16,Wednesday,9,0,0,ashok412@axisbank,rekha251@apl,Kotak,Hdfc,Delhi,Rajasthan,1,13310.66,13310.66,Large (₹10K-50K),Emi,Phonepe,Ios,0,,LEGITIMATE,7,1,1,0,27.1,Medium,0
TXN0001901,2024-02-28,16:33:28,2024-02-28 16:33:28,February,Q1,Wednesday,16,Wednesday,9,0,0,dinesh395@ybl,ashok649@ybl,Bob,Canara,Punjab,Uttar Pradesh,1,22152.84,22152.84,Large (₹10K-50K),Recharge,Amazon Pay,Ios,0,,LEGITIMATE,30,2,1,0,38.9,Medium,0
